,file,Quantile,Quantile_Probabilistique,Otsu,2sigma,ksigma,Ajust. 2sigma,Ajust. Quantile,POT
85,ETC_Qboard_results/ETC_nq3_iahead10_ncl3_thbounds1.parquet,0.15900578821927136,0.1587734241908007,0.5763087843833186,0.3374962830805828,0.47292280117782615,0.5732101102327135,0.17175636915809012,0.11584089323098395
86,ETC_Qboard_results/ETC_nq30_iahead10_ncl10_thbounds1.parquet,0.8049519959575543,0.8053612071145578,0.7687828128749442,0.8076857386848846,0.7941582150101419,0.7804764128911724,0.8050219076508258,0.8063314711359404
87,ETC_Qboard_results/ETC_nq8_iahead2_ncl3_thbounds1.parquet,0.09961685823754789,0.09961685823754789,0.5246832678025339,0.17368507291495985,0.3360022087244616,0.4758789860997547,0.08715515726585837,0.09405594405594404
88,ETC_Qboard_results/ETC_nq10_iahead2_ncl20_thbounds0.parquet,0.11187136503592199,0.11187136503592199,0.5515964792856929,0.18914579319203598,0.36375749500333115,0.11596180081855387,0.021552511415525114,0.10874785591766724
89,ETC_Qboard_results/ETC_nq15_iahead10_ncl20_thbounds0.parquet,0.8433179723502304,0.8411948104193907,0.8005881205843021,0.8461841845789785,0.8391391573955864,0.8147143592338988,0.8223170604767357,0.8379118094272682
90,ETC_Qboard_results/ETC_nq30_iahead20_ncl3_thbounds0.parquet,0.8245811343250683,0.824837727592953,0.7770004297634662,0.8272328765739935,0.8115832289911197,0.7912802573733456,0.8245518367865027,0.8250257820556892
91,ETC_Qboard_results/ETC_nq30_iahead2_ncl20_thbounds0.parquet,0.5525170219890613,0.5525170219890613,0.6872317955936119,0.566590189009068,0.6213630535555775,0.6520479090517826,0.5254396248534584,0.5519168436347378
92,ETC_Qboard_results/ETC_nq15_iahead2_ncl20_thbounds1.parquet,0.279926896131587,0.2786585365853659,0.5922975377145656,0.3434516175003563,0.4485074626865672,0.5468873927780218,0.28071243720505407,0.2527626459143969
93,ETC_Qboard_results/ETC_nq20_iahead20_ncl10_thbounds0.parquet,0.8548494983277592,0.8544654809715051,0.8003476337204709,0.856873822975518,0.8416329403484074,0.8186999256628397,0.8478689818468823,0.8529184383455739
94,ETC_Qboard_results/ETC_nq30_iahead20_ncl10_thbounds0.parquet,0.8245811343250683,0.824837727592953,0.7770004297634662,0.8272328765739935,0.8115832289911197,0.7912802573733456,0.8245518367865027,0.8250257820556892
95,ETC_Qboard_results/ETC_nq15_iahead2_ncl10_thbounds1.parquet,0.279926896131587,0.2786585365853659,0.5922975377145656,0.3434516175003563,0.4485074626865672,0.5468873927780218,0.28071243720505407,0.2527626459143969
96,ETC_Qboard_results/ETC_nq3_iahead20_ncl3_thbounds1.parquet,0.3238803657213699,0.31009690528290085,0.7592149353757779,0.5457627118644067,0.698011644512798,0.4397142857142857,0.004803251431738408,0.3090397247419456
97,ETC_Qboard_results/ETC_nq50_iahead10_ncl20_thbounds1.parquet,0.7628497183027162,0.7628497183027162,0.7489201591185243,0.7651248681643351,0.7612291766154822,0.7553634699996107,0.7627124415197045,0.763008985085954
98,ETC_Qboard_results/ETC_nq5_iahead2_ncl3_thbounds1.parquet,0.006999447412046418,0.004798818752307124,0.6199235112001457,0.035315315315315315,0.21775801257475846,0.0051660516605166054,0.0,0.005900792919048497
99,ETC_Qboard_results/ETC_nq3_iahead2_ncl5_thbounds0.parquet,0.001479563528759016,0.0007403294466037385,0.6326022665066943,0.06862915868315625,0.18553164951668225,0.0620834794808839,0.0,0.0014792899408284023
100,ETC_Qboard_results/ETC_nq50_iahead2_ncl5_thbounds0.parquet,0.664887582209986,0.664946751754696,0.7214379003669382,0.6636937231879778,0.692920488244477,0.7085665246183798,0.6647080458705547,0.6609764228380113
101,ETC_Qboard_results/ETC_nq15_iahead10_ncl3_thbounds0.parquet,0.8433179723502304,0.8411948104193907,0.8005881205843021,0.8461841845789785,0.8391391573955864,0.8147143592338988,0.8223170604767357,0.8379118094272682
102,ETC_Qboard_results/ETC_nq5_iahead2_ncl3_thbounds0.parquet,0.006999447412046418,0.004798818752307124,0.6199235112001457,0.035315315315315315,0.21775801257475846,0.0051660516605166054,0.0,0.005900792919048497
103,ETC_Qboard_results/ETC_nq20_iahead20_ncl3_thbounds0.parquet,0.8548494983277592,0.8544654809715051,0.8003476337204709,0.856873822975518,0.8416329403484074,0.8186999256628397,0.8478689818468823,0.8529184383455739
104,ETC_Qboard_results/ETC_nq15_iahead20_ncl10_thbounds1.parquet,0.8453374549201442,0.8413621262458472,0.8126447255883482,0.8581335446800079,0.8497798972853998,0.8279982927870253,0.8436048312170951,0.8407272727272728
105,ETC_Qboard_results/ETC_nq3_iahead2_ncl20_thbounds1.parquet,0.001479563528759016,0.0007403294466037385,0.6326022665066943,0.06862915868315625,0.18553164951668225,0.0620834794808839,0.0,0.0014792899408284023
106,ETC_Qboard_results/ETC_nq8_iahead2_ncl3_thbounds0.parquet,0.09961685823754789,0.09961685823754789,0.5246832678025339,0.17368507291495985,0.3360022087244616,0.4758789860997547,0.08715515726585837,0.09405594405594404
107,ETC_Qboard_results/ETC_nq20_iahead10_ncl20_thbounds0.parquet,0.8344113842173352,0.8345230369889681,0.7777609612303649,0.8344789151031023,0.8228521587440034,0.80324274521772,0.8348453990001852,0.8344014117209992
108,ETC_Qboard_results/ETC_nq15_iahead10_ncl10_thbounds0.parquet,0.8433179723502304,0.8411948104193907,0.8005881205843021,0.8461841845789785,0.8391391573955864,0.8147143592338988,0.8223170604767357,0.8379118094272682
109,ETC_Qboard_results/ETC_nq30_iahead10_ncl5_thbounds0.parquet,0.8049519959575543,0.8053612071145578,0.7687828128749442,0.80778755016651,0.7941582150101419,0.7804764128911724,0.8050219076508258,0.8064325010579773
110,ETC_Qboard_results/ETC_nq3_iahead20_ncl20_thbounds0.parquet,0.3280259700108208,0.31378665003119155,0.7570632327503364,0.5441253263707572,0.6981754231699274,0.4415584415584416,0.006276536828502862,0.3122073056509522
111,ETC_Qboard_results/ETC_nq50_iahead2_ncl3_thbounds0.parquet,0.664887582209986,0.664946751754696,0.7214379003669382,0.6636937231879778,0.692920488244477,0.7085665246183798,0.6647080458705547,0.6609764228380113
112,ETC_Qboard_results/ETC_nq20_iahead2_ncl3_thbounds0.parquet,0.387609649122807,0.3810049696300386,0.6269084481896064,0.43712884069197006,0.5314401622718052,0.5982638968598631,0.37783933518005536,0.3758501040943789
113,ETC_Qboard_results/ETC_nq3_iahead2_ncl3_thbounds0.parquet,0.001479563528759016,0.0007403294466037385,0.6326022665066943,0.06862915868315625,0.18553164951668225,0.0620834794808839,0.0,0.0014792899408284023
114,ETC_Qboard_results/ETC_nq50_iahead2_ncl3_thbounds1.parquet,0.664887582209986,0.664946751754696,0.7214379003669382,0.6636937231879778,0.692920488244477,0.7085665246183798,0.6647080458705547,0.6609764228380113
115,ETC_Qboard_results/ETC_nq3_iahead20_ncl10_thbounds0.parquet,0.3280259700108208,0.31378665003119155,0.7570632327503364,0.5441253263707572,0.6981754231699274,0.4415584415584416,0.006276536828502862,0.3122073056509522
116,ETC_Qboard_results/ETC_nq15_iahead20_ncl5_thbounds0.parquet,0.84557535798908,0.8416026572555533,0.8127424584265852,0.8582466567607726,0.8498853736817973,0.8280983270740868,0.8439628482972135,0.8409681105224889
117,ETC_Qboard_results/ETC_nq10_iahead2_ncl10_thbounds1.parquet,0.11187136503592199,0.11187136503592199,0.5515964792856929,0.18914579319203598,0.36375749500333115,0.11596180081855387,0.021552511415525114,0.10874785591766724
118,ETC_Qboard_results/ETC_nq10_iahead2_ncl5_thbounds1.parquet,0.11187136503592199,0.11187136503592199,0.5515964792856929,0.18914579319203598,0.36375749500333115,0.11596180081855387,0.021552511415525114,0.10874785591766724
119,ETC_Qboard_results/ETC_nq30_iahead10_ncl20_thbounds0.parquet,0.8049519959575543,0.8053612071145578,0.7687828128749442,0.80778755016651,0.7941582150101419,0.7804764128911724,0.8050219076508258,0.8064325010579773
120,ETC_Qboard_results/ETC_nq20_iahead10_ncl5_thbounds0.parquet,0.8344113842173352,0.8345230369889681,0.7777609612303649,0.8344789151031023,0.8228521587440034,0.80324274521772,0.8348453990001852,0.8344014117209992
121,ETC_Qboard_results/ETC_nq20_iahead20_ncl5_thbounds0.parquet,0.8548494983277592,0.8544654809715051,0.8003476337204709,0.856873822975518,0.8416329403484074,0.8186999256628397,0.8478689818468823,0.8529184383455739
